%time,field.x,field.y,field.z
1460927903408914089,1504.0,473.0,0.610199471893
1460927903470345973,1502.0,470.0,0.52546017386
1460927903532433986,1501.0,467.0,0.571725364009
1460927903593936920,1499.0,464.0,0.550025610247
1460927903655186891,1496.0,459.0,0.545265893629
1460927903716228961,1493.0,453.0,0.496051058732
1460927903777704954,1491.0,446.0,0.568851297882
1460927903839555978,1487.0,437.0,0.596303324006
1460927903902451992,1485.0,430.0,0.528074586913
1460927903966304063,1482.0,423.0,0.622157359503
1460927904028495073,1478.0,412.0,0.541027697848
1460927904095786094,1474.0,402.0,0.581539117728
1460927904158469915,1471.0,394.0,0.56534845067
1460927904226639986,1467.0,383.0,0.611188162353
1460927904289952039,1464.0,372.0,0.596708578593
1460927904358402967,1461.0,361.0,0.530898288327
1460927904431099891,1460.0,349.0,0.597429445058
1460927904488879919,1459.0,337.0,0.376738219603
1460927904553797006,1459.0,325.0,0.59064750738
1460927904623398065,1459.0,313.0,0.641071479732
1460927904685312032,1458.0,303.0,0.594418048856
1460927904759083032,1457.0,295.0,0.63826815513
1460927904823960065,1455.0,289.0,0.607682937992
1460927904888464927,1452.0,286.0,0.398577100488
1460927904956321001,1450.0,284.0,0.417473751612
1460927905029098033,1449.0,281.0,0.512689541084
1460927905088150978,1447.0,278.0,0.408838453156
1460927905147418975,1446.0,274.0,0.342759082091
1460927905211157083,1445.0,269.0,0.619719817794
1460927905271384954,1444.0,265.0,0.52296690749
1460927905337259054,1442.0,263.0,0.321595230959
1460927905399035930,1441.0,263.0,0.538101192035
1460927905460722923,1440.0,264.0,0.572838899248
1460927905523509979,1439.0,266.0,0.556168656685
1460927905586580991,1438.0,267.0,0.623980512948
1460927905646619081,1437.0,267.0,0.5815962773
1460927905714242935,1434.0,264.0,0.626808439419
1460927905776679992,1431.0,260.0,0.582644587577
1460927905840279102,1426.0,254.0,0.32373058225
1460927905903379917,1419.0,248.0,0.484562446921
1460927905970366001,1411.0,239.0,0.561445157266
1460927906031963109,1401.0,230.0,0.561937312864
1460927906098948955,1386.0,216.0,0.500365924735
1460927906162810087,1375.0,205.0,0.507937941927
1460927906225852966,1364.0,192.0,0.503133729896
1460927906288606882,1353.0,179.0,0.526379406761
1460927906354626893,1341.0,167.0,0.490187498036
1460927906416205883,1327.0,159.0,0.528709504062
1460927906480716943,1313.0,159.0,0.565942957475
1460927906544301033,1298.0,168.0,0.544603005699
1460927906608779907,1283.0,184.0,0.484226506486
1460927906675740003,1268.0,204.0,0.456743904898
1460927906743269920,1253.0,223.0,0.50974308702
1460927906803540945,1238.0,241.0,0.492198990061
1460927906868802070,1219.0,263.0,0.473293820851
1460927906933696985,1204.0,277.0,0.43096139592
1460927906995361089,1188.0,290.0,0.446568661332
1460927907062650918,1173.0,301.0,0.494946625481
1460927907126956939,1158.0,307.0,0.540240040609
1460927907188680887,1144.0,310.0,0.310236255029
1460927907252827882,1131.0,311.0,0.465699746174
1460927907318919897,1118.0,311.0,0.557649899614
1460927907380561113,1102.0,307.0,0.515886527469
1460927907445892095,1091.0,303.0,0.515507797622
1460927907510437965,1077.0,295.0,0.495892670786
1460927907574281930,1067.0,288.0,0.535916102114
1460927907637814044,1057.0,280.0,0.620568550879
1460927907703386068,1045.0,268.0,0.587249074779
1460927907763793945,1036.0,258.0,0.620314266556
1460927907831631898,1024.0,245.0,0.461031822683
1460927907897742986,1015.0,237.0,0.613158532241
1460927907962450027,1006.0,232.0,0.578239610646
1460927908026829957,994.0,228.0,0.576528315323
1460927908090852975,985.0,227.0,0.562208298274
1460927908151920080,973.0,226.0,0.401364958353
1460927908217436075,965.0,224.0,0.561233240615
1460927908284836053,957.0,221.0,0.562245042341
1460927908357377052,947.0,216.0,0.606906861348
1460927908421946048,940.0,212.0,0.542718874747
1460927908485457897,931.0,209.0,0.38900729837
1460927908548810958,919.0,209.0,0.6320569345
1460927908618100881,909.0,212.0,0.603107742853
1460927908681185007,895.0,218.0,0.61399172574
1460927908745222091,885.0,223.0,0.566289054717
1460927908808351039,875.0,228.0,0.368177332491
1460927908870752096,863.0,233.0,0.376416055065
1460927908931729078,854.0,237.0,0.553539831025
1460927908997644901,843.0,239.0,0.554904345768
1460927909060225009,834.0,239.0,0.378829720674
1460927909124592065,826.0,239.0,0.590171557463
1460927909187462091,818.0,237.0,0.377155278404
1460927909253839015,807.0,235.0,0.351416840541
1460927909317919969,799.0,235.0,0.605634004195
1460927909383212089,790.0,237.0,0.556911527307
1460927909445568084,778.0,241.0,0.492068637944
1460927909516900062,767.0,244.0,0.351275678637
1460927909581357955,752.0,250.0,0.515713751612
1460927909644824028,740.0,253.0,0.409250361684
1460927909710998058,726.0,257.0,0.501522390219
1460927909774581909,713.0,260.0,0.448655518351
1460927909838401079,699.0,263.0,0.321790736184
1460927909900373935,687.0,265.0,0.392902048996
1460927909963011026,674.0,267.0,0.306642810639
1460927910029458999,663.0,268.0,0.49503495169
1460927910094907045,653.0,268.0,0.322491520407
1460927910157615900,645.0,268.0,0.433978373032
1460927910220694065,637.0,267.0,0.315231959211
1460927910285139083,632.0,266.0,0.499521440158
1460927910349009990,627.0,265.0,0.500407073488
1460927910414904117,624.0,264.0,0.499303156397
1460927910475626945,621.0,262.0,0.325854151513
1460927910542327880,619.0,261.0,0.334010236595
1460927910607824087,618.0,260.0,0.443903401873
1460927910673357009,617.0,258.0,0.506943604673
1460927910735857963,617.0,256.0,0.314168286552
1460927910802702903,619.0,254.0,0.461017236843
1460927910864083051,621.0,251.0,0.486116099334
1460927910933203935,624.0,248.0,0.479763785701
1460927910994178056,626.0,246.0,0.487103168864
1460927911057918071,629.0,245.0,0.520411631373
1460927911121706008,632.0,246.0,0.505687240289
1460927911188533067,635.0,248.0,0.441109644093
1460927911249353885,637.0,250.0,0.348118922638
1460927911317253112,640.0,252.0,0.481920621274
1460927911382150888,642.0,252.0,0.508456889104
1460927911444500923,643.0,252.0,0.423413962764
1460927911509507894,645.0,249.0,0.429121987266
1460927911573314905,646.0,246.0,0.437781190012
1460927911633390903,647.0,242.0,0.420178181598
1460927911697566986,648.0,237.0,0.494137115171
1460927911762023925,649.0,233.0,0.378372372816
1460927911824098110,651.0,232.0,0.5216113173
1460927911890521049,651.0,234.0,0.523731263938
1460927911954871892,650.0,239.0,0.438827153278
1460927912020108938,649.0,243.0,0.446220815221
1460927912082987070,646.0,247.0,0.506546959138
1460927912147659063,642.0,249.0,0.497882134532
1460927912212080001,638.0,250.0,0.468228316245
1460927912275584936,633.0,249.0,0.347440799167
1460927912341788053,627.0,247.0,0.316416904277
1460927912402512073,622.0,246.0,0.420147636274
1460927912469568014,619.0,243.0,0.462252565765
1460927912533328056,615.0,241.0,0.407537451719
1460927912596338033,613.0,239.0,0.493666807163
1460927912660058975,609.0,239.0,0.340339755653
1460927912726552963,605.0,244.0,0.517602533531
1460927912786446094,598.0,253.0,0.512209859649
1460927912851031064,586.0,270.0,0.456064089881
1460927912913922071,576.0,282.0,0.436264200944
1460927912975353002,565.0,294.0,0.483741633784
1460927913040747880,554.0,305.0,0.486628677559
1460927913106983900,544.0,315.0,0.300716807742
1460927913170727014,535.0,325.0,0.49725640904
1460927913232691049,526.0,333.0,0.510897746925
1460927913298237085,518.0,341.0,0.516102953391
1460927913361480951,509.0,349.0,0.50890595931
1460927913423255920,500.0,360.0,0.520637665805
1460927913485930919,487.0,378.0,0.481543563036
1460927913549156904,476.0,393.0,0.474878630649
1460927913609155893,465.0,407.0,0.478511288735
1460927913672873973,454.0,420.0,0.519142954536
1460927913737364053,443.0,435.0,0.487521856512
1460927913808782100,432.0,452.0,0.486045257584
1460927913870404958,421.0,471.0,0.473679032193
1460927913931355953,412.0,489.0,0.489221810232
1460927913990979909,404.0,505.0,0.470134298631
1460927914052270889,397.0,521.0,0.540433397795
1460927914116882085,391.0,535.0,0.502622829051
1460927914180784940,385.0,548.0,0.510540901099
1460927914245301008,379.0,560.0,0.463915927256
1460927914322020053,372.0,571.0,0.523069148592
1460927914385449886,362.0,586.0,0.482729170063
1460927914449266910,355.0,595.0,0.549973877051
1460927914509022951,348.0,605.0,0.509067210681
1460927914572454929,343.0,617.0,0.487703757255
1460927914636795043,337.0,635.0,0.496263476205
1460927914698864936,332.0,655.0,0.484440610765
1460927914763976097,326.0,678.0,0.497393986804
1460927914828919887,319.0,700.0,0.513390528829
1460927914891227006,311.0,728.0,0.489689638969
1460927914955346107,306.0,747.0,0.549924829343
1460927915021176099,302.0,764.0,0.582814555053
1460927915086366891,299.0,779.0,0.591562495158
1460927915152741909,297.0,793.0,0.527418881415
1460927915216175079,297.0,804.0,0.549964320284
1460927915276603937,296.0,816.0,0.528853912573
1460927915340712070,293.0,828.0,0.57424295078
1460927915404926061,290.0,842.0,0.512486312315
1460927915466387033,285.0,859.0,0.534876417522
1460927915532066106,277.0,882.0,0.543632758882
1460927915595576047,271.0,898.0,0.527498027369
1460927915658257961,265.0,914.0,0.60584054583
1460927915725267887,260.0,927.0,0.59710545564
1460927915788650035,256.0,939.0,0.637159598333
1460927915852116107,253.0,949.0,0.643112771379
1460927915909050941,250.0,957.0,0.316380856634
1460927915970570087,249.0,964.0,0.589258365408
1460927916030282974,247.0,973.0,0.583563299069
1460927916098416090,245.0,982.0,0.553223572137
1460927916157687902,243.0,994.0,0.55368722658
1460927916225347042,241.0,1010.0,0.405606058647
1460927916295428037,239.0,1022.0,0.600138454888
1460927916360631942,237.0,1040.0,0.527548031539
1460927916421370029,236.0,1056.0,0.608542116777
1460927916483510971,235.0,1074.0,0.592138930159
1460927916546554088,232.0,1064.0,0.363993672989
1460927916607253074,235.0,1072.0,0.34299594508
1460927916671005010,277.0,1044.0,0.213778632123
1460927916958663940,200.0,717.0,0.413435189544
1460927916997195005,200.0,717.0,0.419569057288
1460927917041074037,200.0,717.0,0.411272416184
1460927917079112052,200.0,717.0,0.419801784641
1460927917116986036,200.0,717.0,0.418798696443
1460927917154445886,200.0,717.0,0.42692722419
1460927917191647052,207.0,718.0,0.389161087839
1460927917235515117,200.0,717.0,0.414450780445
1460927917272988080,200.0,717.0,0.407910372858
1460927917311605930,200.0,717.0,0.415613077447
1460927917372066020,200.0,717.0,0.417923923284
1460927917434303998,200.0,717.0,0.413253506332
1460927917501173973,200.0,717.0,0.425830807708
1460927917568202018,200.0,717.0,0.427209901824
1460927917631375074,200.0,717.0,0.423998335809
1460927917694591999,206.0,720.0,0.366314866411
1460927917755146980,200.0,717.0,0.423224152466
1460927917818845033,200.0,717.0,0.424845854662
1460927917880184888,200.0,717.0,0.41395306646
1460927917942097902,200.0,717.0,0.4264531035
1460927918003175020,199.0,717.0,0.376123306032
1460927918064364910,200.0,717.0,0.404609002842
1460927918128022909,200.0,717.0,0.406539838298
1460927918189961910,200.0,717.0,0.416680329893
1460927918251591920,200.0,717.0,0.415208640776
1460927918312573909,200.0,717.0,0.389666350903
1460927918376370906,200.0,717.0,0.421599891758
1460927918438920021,200.0,717.0,0.422148850943
1460927918502291917,200.0,717.0,0.40283110636
1460927918567750930,200.0,717.0,0.405219774845
1460927918628982067,200.0,717.0,0.408932445857
1460927918689742088,200.0,717.0,0.405544711086
1460927918750405073,200.0,717.0,0.420014534
1460927918811665058,200.0,717.0,0.407107832777
1460927918872561931,207.0,718.0,0.392378215807
1460927918934940099,200.0,717.0,0.42177168978
1460927918996557950,207.0,718.0,0.397268073027
1460927919059519052,200.0,717.0,0.423713932202
1460927919122122049,200.0,717.0,0.426024517618
1460927919187629938,200.0,717.0,0.414468989656
1460927919249511003,200.0,717.0,0.409149508417
1460927919309987068,200.0,717.0,0.428178276699
1460927919371332883,207.0,718.0,0.38829741839
1460927919432298898,200.0,717.0,0.419797266927
1460927919493020057,200.0,717.0,0.423638108888
1460927919555876016,200.0,717.0,0.417962574805
1460927919616631984,200.0,717.0,0.416961759125
1460927919677521944,200.0,717.0,0.41235002179
1460927919742801904,200.0,717.0,0.409587563393
1460927919807046890,200.0,717.0,0.405493296411
1460927919868468046,200.0,717.0,0.427396632231
1460927919929814100,200.0,717.0,0.410273992223
1460927919990109920,200.0,717.0,0.421370153686
1460927920048207044,207.0,718.0,0.403367635495
1460927920110842943,200.0,717.0,0.40838686885
1460927920170828104,206.0,720.0,0.339447288956
1460927920236835956,200.0,717.0,0.417331836993
1460927920298754930,200.0,717.0,0.413048459732
1460927920357970952,200.0,717.0,0.416659446512
1460927920418272972,206.0,720.0,0.368472720675
1460927920481993913,200.0,717.0,0.419911357481
1460927920547517061,200.0,717.0,0.425087983918
1460927920612890005,200.0,717.0,0.440942695209
1460927920679429054,200.0,717.0,0.419295395387
1460927920743380069,200.0,717.0,0.416164317612
1460927920807303905,200.0,717.0,0.408246946325
1460927920873047113,200.0,717.0,0.409088715289
1460927920937315940,200.0,717.0,0.409107858901
1460927920999269962,200.0,717.0,0.412053315681
1460927921069984912,200.0,717.0,0.415433390677
1460927921135039091,200.0,717.0,0.423401185547
1460927921200660943,207.0,718.0,0.39180016348
1460927921269778966,200.0,717.0,0.407721125803
1460927921335203886,200.0,717.0,0.422590144269
1460927921398807048,200.0,717.0,0.413825590404
1460927921463761091,200.0,717.0,0.420316769643
1460927921524694919,200.0,717.0,0.41446452732
1460927921588726043,200.0,717.0,0.401136452037
1460927921649677991,200.0,717.0,0.428073557507
1460927921710650920,200.0,717.0,0.415480075572
1460927921774430990,200.0,717.0,0.421633520793
1460927921839484930,200.0,717.0,0.417997435655
1460927921902757883,200.0,717.0,0.402274050135
1460927921970386981,200.0,717.0,0.398466000114
1460927922037591934,200.0,717.0,0.406595248525
1460927922101680994,207.0,718.0,0.394021476081
1460927922164045095,200.0,717.0,0.412016538367
1460927922227714061,200.0,717.0,0.414437437786
1460927922291121959,200.0,717.0,0.419026892153
1460927922353782892,200.0,717.0,0.41400968065
1460927922414808034,207.0,718.0,0.386491631208
1460927922478178024,200.0,717.0,0.421090814369
1460927922543373107,199.0,717.0,0.374142543864
1460927922605273962,200.0,717.0,0.412878231651
1460927922665994882,200.0,717.0,0.418028653261
1460927922728203058,200.0,717.0,0.415449746268
1460927922791522979,200.0,717.0,0.424242818991
1460927922853240966,206.0,720.0,0.358367090963
1460927922917000055,199.0,717.0,0.376051291705
1460927922977242946,199.0,717.0,0.376191253851
1460927923038575887,199.0,717.0,0.382205348101
1460927923103120088,207.0,718.0,0.389583042816
1460927923164522886,207.0,718.0,0.392293198591
1460927923228096961,200.0,717.0,0.414032517555
1460927923289608001,199.0,717.0,0.390616455811
1460927923352821111,200.0,717.0,0.419558983946
1460927923418585062,199.0,717.0,0.386723619601
1460927923488023042,200.0,717.0,0.411452037337
1460927923545195102,199.0,717.0,0.385296163066
1460927923606945991,199.0,717.0,0.378823061341
1460927923669625997,200.0,717.0,0.411783326753
1460927923740982055,207.0,718.0,0.391899441881
1460927923802373886,206.0,720.0,0.350229077184
1460927923867454051,200.0,717.0,0.432177702217
1460927923929673910,208.0,718.0,0.398387718651
1460927923996762990,208.0,718.0,0.402189431828
1460927924061964035,199.0,716.0,0.344686752655
1460927924125586986,208.0,718.0,0.408333744881
1460927924187527894,199.0,716.0,0.401292885667
1460927924250879049,199.0,716.0,0.351486457148
1460927924314934968,206.0,719.0,0.388418515938
1460927924387845993,197.0,704.0,0.306874998143
1460927924452212095,196.0,710.0,0.269509961639
1460927924723161935,1505.0,882.0,0.522863626924
1460927924760771989,1522.0,873.0,0.513061712263
1460927924793057918,1540.0,863.0,0.507245106051
1460927924828552007,1559.0,850.0,0.448446072078
1460927924861654996,1579.0,834.0,0.400262882302
1460927924898888111,1600.0,815.0,0.412921141908
1460927924936908960,1622.0,794.0,0.439004770877
1460927924967688083,1641.0,773.0,0.402298623044
1460927925020180940,1665.0,742.0,0.394305868187
1460927925081150054,1678.0,718.0,0.440986855992
1460927925149847984,1688.0,693.0,0.46959911658
1460927925216705083,1693.0,671.0,0.493718303952
1460927925280163049,1694.0,657.0,0.535102334793
1460927925341540098,1691.0,639.0,0.561062210706
1460927925404344081,1687.0,630.0,0.559094558769
1460927925466650962,1683.0,622.0,0.542610912788
1460927925531547069,1680.0,614.0,0.517369989573
1460927925598618984,1677.0,606.0,0.549379672847
1460927925662553071,1674.0,597.0,0.550788789815
1460927925724673032,1671.0,587.0,0.564263901693
1460927925792901039,1668.0,576.0,0.502107021185
1460927925857376098,1664.0,565.0,0.49555805646
1460927925921055078,1659.0,553.0,0.473829962524
1460927925986224889,1654.0,537.0,0.490117520688
1460927926057796955,1652.0,528.0,0.521584233615
1460927926122464895,1648.0,508.0,0.49409068809
1460927926187783956,1646.0,493.0,0.514288703694
1460927926253978967,1643.0,477.0,0.510423274966
1460927926316143035,1641.0,463.0,0.600458662005
1460927926379376888,1639.0,452.0,0.580386528174
1460927926441523075,1637.0,443.0,0.549625756889
1460927926503185033,1636.0,434.0,0.562246018155
1460927926566484928,1635.0,422.0,0.525980245543
1460927926630769968,1634.0,412.0,0.498241655922
1460927926694782972,1632.0,401.0,0.585824611179
1460927926756431102,1631.0,394.0,0.510146687443
1460927926819452047,1629.0,387.0,0.541227474744
1460927926879218101,1627.0,378.0,0.477123972312
1460927926944593906,1625.0,371.0,0.516097837008
1460927927005806922,1622.0,363.0,0.471283970941
1460927927068886995,1619.0,352.0,0.512774289218
1460927927133223056,1617.0,342.0,0.496581091316
1460927927199985980,1615.0,332.0,0.531237503991
