%time,field.x,field.y,field.z
1460927901044183015,791.0,373.0,0.550514875887
1460927901081058979,790.0,372.0,0.572349960368
1460927901123785972,789.0,371.0,0.559057664137
1460927901163105010,787.0,369.0,0.497237111392
1460927901203656911,786.0,368.0,0.550051673928
1460927901236223936,785.0,367.0,0.564916146791
1460927901275971889,783.0,366.0,0.525587465095
1460927901318202018,782.0,365.0,0.549731564588
1460927901357342958,780.0,364.0,0.579006525409
1460927901405580043,779.0,363.0,0.522526906227
1460927901439506053,777.0,361.0,0.520971404978
1460927901476675033,775.0,360.0,0.57992056437
1460927901545495033,773.0,359.0,0.553064326624
1460927901598272085,771.0,358.0,0.52945103519
1460927901663517951,769.0,356.0,0.510504526229
1460927901735299110,767.0,355.0,0.521865289311
1460927901799648046,765.0,354.0,0.553192921384
1460927901860913038,763.0,352.0,0.540227644819
1460927901944751024,761.0,351.0,0.575167505644
1460927901996222972,759.0,350.0,0.544733336391
1460927902061924934,757.0,348.0,0.528054203203
1460927902135690927,754.0,347.0,0.555331840033
1460927902199882984,752.0,345.0,0.540685500023
1460927902257838964,750.0,344.0,0.575297126639
1460927902345777034,747.0,343.0,0.539143780415
1460927902394613981,745.0,342.0,0.569539918938
1460927902461729049,743.0,341.0,0.570611217079
1460927902532500028,741.0,340.0,0.565503678079
1460927902594757080,738.0,340.0,0.552319329326
1460927902657098054,736.0,340.0,0.588766775691
1460927902731686115,734.0,340.0,0.532677512821
1460927902793092966,731.0,341.0,0.546943950633
1460927902854346990,729.0,343.0,0.563306484697
1460927902916964054,726.0,344.0,0.536475213029
1460927902977524042,724.0,347.0,0.517266032993
1460927903039073944,721.0,349.0,0.571844792399
1460927903102283000,718.0,351.0,0.565254576002
1460927903163346052,715.0,353.0,0.525837801571
1460927903223958969,712.0,355.0,0.497464856027
1460927903288166999,709.0,357.0,0.481204017711
1460927903348140001,707.0,359.0,0.520747102787
1460927903409461975,704.0,361.0,0.56369915512
1460927903470603942,701.0,363.0,0.526759833773
1460927903532433986,698.0,364.0,0.561961640314
1460927903593686103,695.0,365.0,0.56484889581
1460927903655246973,690.0,367.0,0.536859247841
1460927903716007947,684.0,368.0,0.556367378562
1460927903777693033,679.0,369.0,0.540804739749
1460927903839759111,671.0,369.0,0.546180968048
1460927903902240991,666.0,370.0,0.539986017925
1460927903967366933,661.0,373.0,0.551267338905
1460927904031528949,654.0,381.0,0.548839115372
1460927904095590114,648.0,392.0,0.516223891665
1460927904159053087,643.0,399.0,0.532282008936
1460927904226371049,636.0,409.0,0.495920963213
1460927904289992094,629.0,417.0,0.552528632707
1460927904359891891,622.0,426.0,0.529588257121
1460927904429440021,614.0,437.0,0.535636478834
1460927904488941907,606.0,449.0,0.510920700355
1460927904554233074,598.0,462.0,0.50908145521
1460927904624371051,593.0,474.0,0.526157180332
1460927904686130046,590.0,485.0,0.567288524685
1460927904759006977,590.0,496.0,0.563428868898
1460927904823961019,593.0,510.0,0.531177204472
1460927904888464927,598.0,520.0,0.532318446904
1460927904956302881,605.0,531.0,0.516284910342
1460927905028809070,612.0,542.0,0.522251138106
1460927905088176965,621.0,554.0,0.537039504431
1460927905147418975,631.0,568.0,0.485811155824
1460927905211148023,646.0,590.0,0.532183595857
1460927905271413087,658.0,608.0,0.5077217092
1460927905337240934,669.0,628.0,0.4915495382
1460927905399019002,681.0,650.0,0.496162408964
1460927905460730075,693.0,675.0,0.43689660457
1460927905523457050,707.0,711.0,0.466034517651
1460927905586680889,718.0,741.0,0.428789386516
1460927905646598100,727.0,770.0,0.474860348679
1460927905714268922,739.0,805.0,0.495164787376
1460927905776695966,748.0,827.0,0.491128366762
1460927905840295076,755.0,847.0,0.543948914147
1460927905903332948,758.0,866.0,0.508081962587
1460927905970360994,758.0,884.0,0.494564265307
1460927906031949043,753.0,899.0,0.526744219714
1460927906098948001,743.0,910.0,0.481843830214
1460927906162622928,733.0,913.0,0.481777633049
1460927906225912094,723.0,912.0,0.520124797414
1460927906288573980,711.0,911.0,0.530411866643
1460927906354641914,698.0,909.0,0.536687387487
1460927906416234970,684.0,907.0,0.515845716655
1460927906480737924,671.0,906.0,0.536098153282
1460927906544289112,660.0,904.0,0.541108144612
1460927906610272884,650.0,903.0,0.55453399931
1460927906675734043,643.0,902.0,0.543869750272
1460927906742331981,637.0,903.0,0.562486307661
1460927906803200006,631.0,906.0,0.567580355347
1460927906868546962,621.0,912.0,0.543270480436
1460927906933656930,614.0,918.0,0.532310327772
1460927906995306015,606.0,924.0,0.575579023951
1460927907065231084,599.0,931.0,0.579884976942
1460927907126965999,594.0,938.0,0.593302531788
1460927907188491106,591.0,945.0,0.536949954114
1460927907252665996,589.0,951.0,0.550322660306
1460927907318825006,590.0,959.0,0.546082470588
1460927907380712985,594.0,969.0,0.566791524879
1460927907445919036,599.0,978.0,0.541820403437
1460927907510396003,607.0,989.0,0.550785914955
1460927907574280977,614.0,996.0,0.533846049892
1460927907637818098,621.0,1003.0,0.543812406471
1460927907703386068,634.0,1010.0,0.54828460797
